	mass A									
t	x	y	r	vx	vy	v	ax	ay	a	
0.000000E0	3.179837E-1	-1.519996E-1	3.524450E-1						
1.668333E-2	3.186772E-1	-1.433818E-1	3.494474E-1	1.661231E-1	5.508299E-1	5.753351E-1			
3.336667E-2	3.235266E-1	-1.336203E-1	3.500341E-1	4.179683E-1	6.150389E-1	7.436198E-1	1.277564E1	3.348215E0	1.320710E1
5.005000E-2	3.326234E-1	-1.228600E-1	3.545884E-1	6.027661E-1	6.635508E-1	8.964523E-1	8.715614E0	1.690093E0	8.877970E0
6.673333E-2	3.436389E-1	-1.114798E-1	3.612692E-1	7.011793E-1	6.736716E-1	9.723609E-1	5.979162E0	-2.768623E0	6.589055E0
8.341667E-2	3.560195E-1	-1.003818E-1	3.699005E-1	7.977879E-1	5.784900E-1	9.854523E-1	3.036292E0	-1.064677E1	1.107126E1
1.001000E-1	3.702584E-1	-9.217752E-2	3.815600E-1	8.176754E-1	3.194681E-1	8.778684E-1	1.386403E0	-1.816488E1	1.821771E1
1.167833E-1	3.833026E-1	-8.972222E-2	3.936635E-1	8.203598E-1	-3.799770E-2	8.212393E-1	1.287940E0	-2.088996E1	2.092963E1
1.334667E-1	3.976311E-1	-9.344537E-2	4.084636E-1	8.745254E-1	-3.830159E-1	9.547229E-1	-7.795196E-1	-1.751653E1	1.753386E1
1.501500E-1	4.124826E-1	-1.025022E-1	4.250277E-1	8.054363E-1	-6.293322E-1	1.022148E0	-9.027387E0	-1.053892E1	1.387669E1
1.668333E-1	4.245058E-1	-1.144441E-1	4.396620E-1	5.685835E-1	-7.339415E-1	9.284166E-1	-1.690016E1	-2.381372E0	1.706711E1
1.835167E-1	4.314543E-1	-1.269914E-1	4.497551E-1	2.359755E-1	-7.079298E-1	7.462232E-1	-2.100269E1	3.940937E0	2.136923E1
2.002000E-1	4.323796E-1	-1.380653E-1	4.538878E-1	-1.348651E-1	-5.968053E-1	6.118538E-1	-1.833150E1	5.674084E0	1.918956E1
2.168833E-1	4.269543E-1	-1.469048E-1	4.515207E-1	-3.943908E-1	-5.087852E-1	6.437441E-1	-7.859697E0	5.426979E0	9.551279E0
2.335667E-1	4.192201E-1	-1.550418E-1	4.469714E-1	-3.989355E-1	-4.278350E-1	5.849721E-1	4.661058E0	8.176134E0	9.411410E0
2.502500E-1	4.136431E-1	-1.611802E-1	4.439366E-1	-2.259796E-1	-2.401261E-1	3.297383E-1	9.685226E0	1.059938E1	1.435794E1
2.669333E-1	4.116799E-1	-1.630540E-1	4.427945E-1	-6.201696E-2	-5.447276E-2	8.254323E-2	6.687266E0	7.470359E0	1.002626E1
2.836167E-1	4.115738E-1	-1.629978E-1	4.426752E-1	-2.908254E-3	6.899484E-3	7.487377E-3	-1.875890E0	2.225916E0	2.910956E0
3.003000E-1	4.115828E-1	-1.628238E-1	4.426195E-1	-1.150618E-1	1.227856E-2	1.157151E-1	-1.114153E1	-7.650411E-1	1.116776E1
3.169833E-1	4.077346E-1	-1.625881E-1	4.389560E-1	-3.859945E-1	-1.451084E-2	3.862671E-1	-1.520813E1	-5.430996E-1	1.521782E1
3.336667E-1	3.987035E-1	-1.633080E-1	4.308526E-1	-6.367421E-1	-1.789808E-2	6.369936E-1	-2.981132E0	2.185379E0	3.696353E0
3.503500E-1	3.864887E-1	-1.631853E-1	4.195270E-1	-5.207387E-1	6.191988E-2	5.244071E-1	5.742095E0	6.032318E0	8.328296E0
3.670333E-1	3.813282E-1	-1.612419E-1	4.140171E-1	-3.633876E-1	1.855027E-1	4.079973E-1	6.423880E0	7.194510E0	9.645061E0
3.837167E-1	3.743636E-1	-1.569957E-1	4.059504E-1	-3.602219E-1	3.064788E-1	4.729578E-1	7.691321E0	5.996649E0	9.752754E0
4.004000E-1	3.693088E-1	-1.510158E-1	3.989921E-1	-1.102165E-1	3.865587E-1	4.019643E-1	1.701181E1	5.057906E0	1.774780E1
4.170833E-1	3.706861E-1	-1.440975E-1	3.977087E-1	2.328384E-1	4.682097E-1	5.229092E-1	1.795948E1	4.859109E0	1.860521E1
4.337667E-1	3.770778E-1	-1.353932E-1	4.006482E-1	4.892667E-1	5.551888E-1	7.400112E-1	1.262953E1	2.954824E0	1.297058E1
4.504500E-1	3.870113E-1	-1.255727E-1	4.068737E-1	6.546408E-1	5.712034E-1	8.688083E-1	8.048416E0	1.183707E0	8.134996E0
4.671333E-1	3.989210E-1	-1.163340E-1	4.155377E-1	7.538611E-1	5.810302E-1	9.517892E-1	4.065134E0	-2.240949E0	4.641893E0
4.838167E-1	4.121651E-1	-1.061857E-1	4.256236E-1	7.933217E-1	5.194084E-1	9.482322E-1	1.546650E0	-8.164301E0	8.309509E0
5.005000E-1	4.253915E-1	-9.900308E-2	4.367603E-1	7.987512E-1	2.982244E-1	8.526085E-1	9.167323E-1	-1.637719E1	1.640283E1
5.171833E-1	4.388168E-1	-9.623490E-2	4.492453E-1	8.230668E-1	-2.488712E-2	8.234430E-1	2.243339E0	-2.188923E1	2.200388E1
5.338667E-1	4.528545E-1	-9.983348E-2	4.637283E-1	8.734248E-1	-4.362559E-1	9.763145E-1	1.360866E0	-1.946304E1	1.951055E1
5.505500E-1	4.679600E-1	-1.107913E-1	4.808964E-1	8.788000E-1	-7.034050E-1	1.125641E0	-7.027622E0	-8.943120E0	1.137396E1
5.672333E-1	4.821771E-1	-1.233038E-1	4.976933E-1	6.549336E-1	-7.206539E-1	9.737967E-1	-1.713693E1	9.713182E-1	1.716443E1
5.839167E-1	4.898130E-1	-1.348371E-1	5.080333E-1	2.798538E-1	-6.603748E-1	7.172259E-1	-2.276387E1	3.728078E0	2.306713E1
6.006000E-1	4.915149E-1	-1.453383E-1	5.125525E-1	-9.859716E-2	-5.963418E-1	6.044377E-1	-1.372955E1	8.137234E0	1.595980E1
6.172833E-1	4.865231E-1	-1.547351E-1	5.105367E-1	-2.212969E-1	-4.062527E-1	4.626160E-1	5.239149E-2	1.341379E1	1.341389E1
6.339667E-1	4.841310E-1	-1.588936E-1	5.095390E-1	-5.811249E-2	-1.262192E-1	1.389545E-1	6.525888E0	1.195301E1	1.361843E1
6.506500E-1	4.845841E-1	-1.589466E-1	5.099860E-1	1.186901E-2	4.246416E-3	1.260577E-2	1.400050E0	4.407135E0	4.624173E0
6.673333E-1	4.845270E-1	-1.587519E-1	5.098711E-1	-2.488325E-2	6.162616E-3	2.563501E-2	-3.167855E0	-8.199665E-2	3.168916E0
6.840167E-1	4.837538E-1	-1.587409E-1	5.091330E-1	-9.134890E-2	-9.013134E-4	9.135335E-2	-8.257646E0	-5.343824E-1	8.274919E0
7.007000E-1	4.814790E-1	-1.587819E-1	5.069849E-1	-2.884752E-1	-1.021732E-2	2.886561E-1	-1.133501E1	-5.341815E-1	1.134759E1
7.173833E-1	4.741284E-1	-1.590819E-1	5.001047E-1	-4.983440E-1	-2.037699E-2	4.987604E-1	-1.127907E1	3.714980E-1	1.128519E1
7.340667E-1	4.648509E-1	-1.594619E-1	4.914412E-1	-6.466514E-1	-5.711568E-4	6.466516E-1	-9.683221E-1	3.521709E0	3.652408E0
7.507500E-1	4.525518E-1	-1.591009E-1	4.797043E-1	-5.718943E-1	9.354519E-2	5.794944E-1	6.753581E0	5.060340E0	8.439070E0
7.674333E-1	4.457687E-1	-1.563406E-1	4.723898E-1	-3.668171E-1	1.831249E-1	4.099872E-1	9.528345E0	6.345129E0	1.144771E1
7.841167E-1	4.403123E-1	-1.529907E-1	4.661342E-1	-2.738256E-1	2.876311E-1	3.971298E-1	7.709542E0	6.161489E0	9.869194E0
8.008000E-1	4.366320E-1	-1.467433E-1	4.606312E-1	-1.151156E-1	4.064332E-1	4.224211E-1	1.160015E1	6.081636E0	1.309770E1
8.174833E-1	4.364713E-1	-1.394293E-1	4.582005E-1	1.175904E-1	4.811721E-1	4.953323E-1	1.376113E1	4.551717E0	1.449437E1
8.341667E-1	4.405556E-1	-1.306882E-1	4.595309E-1	3.502651E-1	5.607113E-1	6.611224E-1	1.128930E1	3.606951E0	1.185151E1
8.508500E-1	4.481585E-1	-1.207203E-1	4.641330E-1	4.999151E-1	6.048627E-1	7.847127E-1	9.385914E0	2.244345E0	9.650516E0
8.675333E-1	4.572361E-1	-1.105059E-1	4.704003E-1	6.463954E-1	6.299299E-1	9.025734E-1	4.611935E0	-2.079836E0	5.059215E0
8.842167E-1	4.697265E-1	-9.970161E-2	4.801910E-1	6.857039E-1	5.529807E-1	8.808958E-1	4.139091E0	-7.222819E0	8.324733E0
9.009000E-1	4.801158E-1	-9.205479E-2	4.888612E-1	7.357544E-1	3.717386E-1	8.243325E-1	1.590024E0	-1.529945E1	1.538185E1
9.175833E-1	4.942762E-1	-8.729793E-2	5.019262E-1	7.886364E-1	6.299464E-2	7.911484E-1	7.104459E-1	-2.289964E1	2.291066E1
9.342667E-1	5.064300E-1	-8.995287E-2	5.143567E-1	7.264270E-1	-4.079014E-1	8.331145E-1	2.651707E0	-2.350062E1	2.364975E1
9.509500E-1	5.185147E-1	-1.009082E-1	5.282423E-1	8.650200E-1	-7.475076E-1	1.143253E0	-1.840028E0	-9.962310E0	1.013081E1
9.676333E-1	5.352928E-1	-1.148947E-1	5.474844E-1	7.430376E-1	-7.441804E-1	1.051622E0	-1.437399E1	3.719054E0	1.484732E1
9.843167E-1	5.433073E-1	-1.257391E-1	5.576676E-1	3.140365E-1	-5.918421E-1	6.699969E-1	-2.327785E1	7.335571E0	2.440633E1
1.001000E0	5.457712E-1	-1.346425E-1	5.621341E-1	-1.975641E-2	-5.009277E-1	5.013172E-1	-1.795333E1	4.479189E0	1.850365E1
1.017683E0	5.426481E-1	-1.424533E-1	5.610347E-1	-2.938448E-1	-4.446958E-1	5.330095E-1	-1.089133E1	3.002677E0	1.129766E1
1.034367E0	5.359665E-1	-1.494805E-1	5.564212E-1	-3.910633E-1	-4.015187E-1	5.604889E-1	2.230231E0	7.240260E0	7.575968E0
1.051050E0	5.295997E-1	-1.558507E-1	5.520555E-1	-2.240152E-1	-2.234652E-1	3.164166E-1	9.545875E0	9.990149E0	1.381763E1
1.067733E0	5.284919E-1	-1.569368E-1	5.513010E-1	-3.355561E-2	-3.066640E-2	4.545775E-2	6.915909E0	7.203693E0	9.986140E0
1.084417E0	5.284800E-1	-1.568739E-1	5.512718E-1	-5.677560E-3	4.070407E-3	6.985907E-3	-1.301713E0	1.179703E0	1.756746E0
1.101100E0	5.283025E-1	-1.568010E-1	5.510808E-1	-7.404308E-2	3.926657E-3	7.414713E-2	-1.005904E1	-3.288650E-1	1.006442E1
1.117783E0	5.260094E-1	-1.567429E-1	5.488664E-1	-3.310596E-1	-5.753588E-3	3.311096E-1	-1.448769E1	-6.204081E-2	1.448782E1
1.134467E0	5.172561E-1	-1.569930E-1	5.405559E-1	-5.938316E-1	-2.502291E-3	5.938369E-1	-6.052720E0	2.670280E0	6.615574E0
1.151150E0	5.061953E-1	-1.568264E-1	5.299322E-1	-5.423515E-1	7.845073E-2	5.479960E-1	7.219693E0	4.455817E0	8.484001E0
1.167833E0	4.991596E-1	-1.543753E-1	5.224864E-1	-3.227289E-1	1.618222E-1	3.610269E-1	8.940969E0	5.221612E0	1.035404E1
1.184517E0	4.954269E-1	-1.514269E-1	5.180520E-1	-2.318189E-1	2.383525E-1	3.324935E-1	7.974860E0	5.001314E0	9.413370E0
1.201200E0	4.914246E-1	-1.464223E-1	5.127745E-1	-9.393474E-2	3.386524E-1	3.514387E-1	1.102910E1	4.184029E0	1.179606E1
1.217883E0	4.922926E-1	-1.401272E-1	5.118473E-1	1.631653E-1	3.798460E-1	4.134077E-1	1.378373E1	4.002603E0	1.435311E1
1.234567E0	4.968689E-1	-1.337481E-1	5.145554E-1	3.640620E-1	4.567712E-1	5.841071E-1	1.141355E1	3.692968E0	1.199613E1
1.251250E0	5.044401E-1	-1.248863E-1	5.196695E-1	5.412725E-1	5.248684E-1	7.539647E-1	8.469109E0	2.710859E0	8.892388E0
1.267933E0	5.149294E-1	-1.162350E-1	5.278852E-1	6.550510E-1	5.327625E-1	8.443505E-1	5.560088E0	-4.289708E-1	5.576611E0
1.284617E0	5.262970E-1	-1.071098E-1	5.370857E-1	7.167668E-1	5.194458E-1	8.851998E-1	5.564821E0	-5.184659E0	7.605782E0
1.301300E0	5.388455E-1	-9.890282E-2	5.478469E-1	8.352155E-1	3.676322E-1	9.125450E-1	3.936268E0	-1.366054E1	1.421635E1
1.317983E0	5.541653E-1	-9.484312E-2	5.622228E-1	8.732189E-1	5.846794E-2	8.751741E-1	1.301345E0	-2.077363E1	2.081435E1
1.334667E0	5.679819E-1	-9.695194E-2	5.761971E-1	8.506817E-1	-3.313065E-1	9.129202E-1	-2.076807E-1	-2.020313E1	2.020420E1
1.351350E0	5.825498E-1	-1.058977E-1	5.920967E-1	8.784146E-1	-6.338313E-1	1.083215E0	-5.687593E0	-1.177344E1	1.307527E1
1.368033E0	5.972916E-1	-1.181008E-1	6.088556E-1	6.872350E-1	-7.238524E-1	9.981254E-1	-1.458977E1	-2.460253E0	1.479575E1
1.384717E0	6.054805E-1	-1.300503E-1	6.192897E-1	3.542570E-1	-7.018607E-1	7.861974E-1	-2.105967E1	2.805130E0	2.124567E1
1.401400E0	6.091120E-1	-1.415195E-1	6.253361E-1	4.088486E-3	-6.347582E-1	6.347714E-1	-1.299854E1	1.113268E1	1.711428E1
1.418083E0	6.056169E-1	-1.512300E-1	6.242134E-1	-1.320386E-1	-3.504778E-1	3.745249E-1	-2.206918E0	1.568672E1	1.584120E1
1.434767E0	6.047063E-1	-1.532138E-1	6.238142E-1	-2.161545E-2	-6.098624E-2	6.470355E-2	4.171822E0	1.119198E1	1.194422E1
1.451450E0	6.048957E-1	-1.532649E-1	6.240104E-1	6.243926E-3	5.242061E-3	8.152657E-3	3.909432E-1	2.250331E0	2.284037E0
1.468133E0	6.049147E-1	-1.530389E-1	6.239733E-1	-1.275457E-2	8.867500E-3	1.553421E-2	-1.653639E0	3.969820E-1	1.700622E0
1.484817E0	6.044701E-1	-1.529691E-1	6.235252E-1	-4.898166E-2	1.449154E-2	5.108040E-2	-5.728046E0	-3.094129E-1	5.736396E0
1.501500E0	6.032803E-1	-1.525554E-1	6.222703E-1	-1.911570E-1	4.986694E-3	1.912220E-1	-9.366935E0	-7.621009E-1	9.397886E0
1.518183E0	5.980918E-1	-1.528027E-1	6.173026E-1	-3.823774E-1	-1.766381E-2	3.827852E-1	-1.195694E1	-4.142251E-1	1.196411E1
1.534867E0	5.905217E-1	-1.531447E-1	6.100567E-1	-5.759397E-1	-8.527022E-3	5.760029E-1	-5.699311E0	3.003605E0	6.442344E0
1.551550E0	5.788746E-1	-1.530872E-1	5.987750E-1	-6.098648E-1	7.601741E-2	6.145842E-1	4.229780E0	5.352949E0	6.822397E0
1.568233E0	5.701725E-1	-1.506083E-1	5.897284E-1	-4.083191E-1	1.840405E-1	4.478788E-1	1.024860E1	5.844323E0	1.179788E1
1.584917E0	5.652504E-1	-1.469464E-1	5.840387E-1	-2.540042E-1	2.643751E-1	3.666229E-1	9.697000E0	6.199747E0	1.150950E1
1.601600E0	5.616972E-1	-1.417870E-1	5.793163E-1	-1.046938E-1	3.874868E-1	4.013811E-1	1.072125E1	6.664849E0	1.262400E1
1.618283E0	5.617571E-1	-1.340172E-1	5.775220E-1	1.131534E-1	4.980773E-1	5.107687E-1	1.289457E1	5.471343E0	1.400733E1
1.634967E0	5.654728E-1	-1.251678E-1	5.791601E-1	3.265555E-1	5.634061E-1	6.512027E-1	1.134413E1	3.574721E0	1.189403E1
1.651650E0	5.726532E-1	-1.152182E-1	5.841292E-1	4.962742E-1	6.189298E-1	7.933234E-1	9.395653E0	2.501509E0	9.722955E0
1.668333E0	5.820318E-1	-1.045162E-1	5.913414E-1	6.338094E-1	6.477161E-1	9.062287E-1	5.683577E0	-1.450034E0	5.865633E0
1.685017E0	5.938013E-1	-9.360611E-2	6.011340E-1	6.980386E-1	5.797116E-1	9.073717E-1	3.136907E0	-7.884549E0	8.485653E0
1.701700E0	6.053230E-1	-8.517313E-2	6.112859E-1	7.216810E-1	3.804010E-1	8.157992E-1	1.541578E0	-1.461348E1	1.469456E1
1.718383E0	6.178814E-1	-8.091340E-2	6.231568E-1	7.585805E-1	9.052267E-2	7.639625E-1	1.992428E0	-1.912241E1	1.922593E1
1.735067E0	6.306343E-1	-8.215269E-2	6.359628E-1	7.827671E-1	-2.602966E-1	8.249113E-1	1.949044E-1	-1.856002E1	1.856104E1
1.751750E0	6.439997E-1	-8.959863E-2	6.502027E-1	7.734487E-1	-5.443593E-1	9.458065E-1	-6.256319E0	-1.320262E1	1.460995E1
1.768433E0	6.564417E-1	-1.003161E-1	6.640625E-1	5.862716E-1	-6.947827E-1	9.090860E-1	-1.407349E1	-3.838113E0	1.458747E1
1.785117E0	6.635616E-1	-1.127812E-1	6.730777E-1	2.828098E-1	-6.826033E-1	7.388698E-1	-1.868801E1	3.113555E0	1.894561E1
1.801800E0	6.658781E-1	-1.230923E-1	6.771598E-1	-3.131984E-2	-5.716031E-1	5.724605E-1	-1.678244E1	5.581003E0	1.768609E1
1.818483E0	6.625166E-1	-1.318537E-1	6.755099E-1	-2.922530E-1	-4.964379E-1	5.760750E-1	-9.397695E0	4.605564E0	1.046556E1
1.835167E0	6.561266E-1	-1.396568E-1	6.708250E-1	-3.510745E-1	-4.227805E-1	5.495422E-1	-1.549913E-1	5.453399E0	5.455601E0
1.851850E0	6.508024E-1	-1.459605E-1	6.669695E-1	-2.808077E-1	-3.147520E-1	4.218077E-1	6.183482E0	8.182706E0	1.025632E1
1.868533E0	6.467570E-1	-1.501590E-1	6.639596E-1	-1.513795E-1	-1.523348E-1	2.147595E-1	7.115941E0	8.365811E0	1.098287E1
1.885217E0	6.457514E-1	-1.510434E-1	6.631809E-1	-2.750083E-2	-2.084137E-2	3.450591E-2	4.593836E0	5.018894E0	6.803868E0
1.901900E0	6.458394E-1	-1.508545E-1	6.632236E-1	-8.703736E-4	1.027896E-2	1.031574E-2	-4.319160E0	8.369039E-1	4.399494E0
1.918583E0	6.457223E-1	-1.507004E-1	6.630746E-1	-1.566754E-1	3.069967E-3	1.567054E-1	-1.280341E1	-5.603120E-1	1.281567E1
1.935267E0	6.406117E-1	-1.507520E-1	6.581105E-1	-4.495061E-1	-9.161538E-3	4.495994E-1	-1.002619E1	1.690716E0	1.016774E1
1.951950E0	6.307238E-1	-1.510061E-1	6.485487E-1	-5.209842E-1	4.939780E-2	5.233208E-1	1.133117E0	4.148731E0	4.300689E0
1.968633E0	6.232282E-1	-1.491038E-1	6.408161E-1	-3.805769E-1	1.442778E-1	4.070072E-1	6.593919E0	6.103331E0	8.985011E0
1.985317E0	6.180252E-1	-1.461920E-1	6.350806E-1	-2.941124E-1	2.427159E-1	3.813308E-1	6.970131E0	5.342231E0	8.781922E0
2.002000E0	6.134146E-1	-1.410052E-1	6.294124E-1	-1.682027E-1	3.343415E-1	3.742677E-1	1.207805E1	3.908891E0	1.269483E1
2.018683E0	6.124129E-1	-1.350362E-1	6.271238E-1	1.125957E-1	3.685593E-1	3.853748E-1	1.519042E1	2.871638E0	1.545947E1
2.035367E0	6.171716E-1	-1.287076E-1	6.304493E-1	3.616142E-1	4.235702E-1	5.569349E-1	1.374553E1	5.253106E0	1.471512E1
2.052050E0	6.244787E-1	-1.209030E-1	6.360749E-1	5.520973E-1	5.440446E-1	7.751103E-1	9.873339E0	3.168489E0	1.036929E1
2.068733E0	6.355932E-1	-1.105546E-1	6.451365E-1	7.069267E-1	5.541975E-1	8.982651E-1	4.662626E0	-2.014494E0	5.079200E0
2.085417E0	6.480665E-1	-1.024113E-1	6.561085E-1	7.085891E-1	4.521856E-1	8.405774E-1	1.649320E0	-8.042414E0	8.209792E0
2.102100E0	6.592365E-1	-9.546668E-2	6.661131E-1	7.355486E-1	3.014308E-1	7.949165E-1	9.688176E-1	-1.194388E1	1.198311E1
2.118783E0	6.726093E-1	-9.235358E-2	6.789201E-1	7.698856E-1	4.605845E-2	7.712621E-1	1.830705E0	-1.670654E1	1.680655E1
2.135467E0	6.849250E-1	-9.392986E-2	6.913357E-1	7.731550E-1	-2.566012E-1	8.146244E-1	1.706410E0	-1.646589E1	1.655407E1
2.152150E0	6.984069E-1	-1.009155E-1	7.056601E-1	8.371830E-1	-5.157362E-1	9.832900E-1	-4.582261E0	-1.305908E1	1.383968E1
2.168833E0	7.128590E-1	-1.111383E-1	7.214705E-1	6.539088E-1	-6.863802E-1	9.480055E-1	-1.346277E1	-5.496168E0	1.454146E1
2.185517E0	7.202257E-1	-1.238177E-1	7.307913E-1	3.379523E-1	-7.130152E-1	7.890516E-1	-1.833190E1	2.197601E0	1.846315E1
2.202200E0	7.241353E-1	-1.349292E-1	7.365988E-1	6.688934E-2	-5.987231E-1	6.024480E-1	-1.266520E1	1.075393E1	1.661488E1
2.218883E0	7.224576E-1	-1.437951E-1	7.366288E-1	-1.155457E-1	-3.653956E-1	3.832294E-1	-3.667365E0	1.408562E1	1.455521E1
2.235567E0	7.202800E-1	-1.471212E-1	7.351516E-1	-4.767288E-2	-1.044677E-1	1.148312E-1	3.360586E0	1.094548E1	1.144977E1
2.252250E0	7.208669E-1	-1.472809E-1	7.357586E-1	2.399627E-2	1.616863E-3	2.405068E-2	1.536745E0	3.788939E0	4.088721E0
2.268933E0	7.210806E-1	-1.470673E-1	7.359253E-1	-8.398574E-3	1.174580E-2	1.443953E-2	-1.812069E0	3.377648E-1	1.843279E0
2.285617E0	7.205867E-1	-1.468889E-1	7.354057E-1	-3.951376E-2	1.095034E-2	4.100302E-2	-5.129104E0	-4.872009E-1	5.152191E0
2.302300E0	7.197622E-1	-1.467019E-1	7.345605E-1	-1.630994E-1	-2.348318E-3	1.631163E-1	-9.782831E0	-7.474200E-1	9.811341E0
2.318983E0	7.151446E-1	-1.469673E-1	7.300898E-1	-3.819721E-1	-1.765065E-2	3.823797E-1	-1.209159E1	-1.211851E-1	1.209220E1
2.335667E0	7.070171E-1	-1.472909E-1	7.221964E-1	-5.687194E-1	-6.758141E-3	5.687595E-1	-5.409934E0	2.314198E0	5.884123E0
2.352350E0	6.961683E-1	-1.471928E-1	7.115589E-1	-5.806974E-1	5.623226E-2	5.834137E-1	4.328736E0	4.716720E0	6.401984E0
2.369033E0	6.876411E-1	-1.454146E-1	7.028483E-1	-4.075496E-1	1.561277E-1	4.364315E-1	8.187475E0	5.608622E0	9.924282E0
2.385717E0	6.825697E-1	-1.419833E-1	6.971805E-1	-2.898721E-1	2.447511E-1	3.793797E-1	9.038833E0	5.125210E0	1.039078E1
2.402400E0	6.779691E-1	-1.372480E-1	6.917218E-1	-1.365997E-1	3.253037E-1	3.528200E-1	1.101797E1	5.691602E0	1.240121E1
2.419083E0	6.780119E-1	-1.311290E-1	6.905758E-1	1.013892E-1	4.316572E-1	4.434047E-1	1.365917E1	5.605425E0	1.476461E1
2.435767E0	6.813521E-1	-1.228451E-1	6.923377E-1	3.116030E-1	5.214005E-1	6.074165E-1	1.052626E1	3.811971E0	1.119524E1
2.452450E0	6.884090E-1	-1.137316E-1	6.977405E-1	4.644073E-1	5.553808E-1	7.239627E-1	7.904516E0	1.743253E0	8.094462E0
2.469133E0	6.968478E-1	-1.043139E-1	7.046121E-1	5.630890E-1	5.768564E-1	8.061220E-1	5.412827E0	-3.671920E-1	5.425267E0
2.485817E0	7.071974E-1	-9.448386E-2	7.134812E-1	6.510730E-1	5.508379E-1	8.528297E-1	5.115710E0	-5.608329E0	7.591037E0
2.502500E0	7.185719E-1	-8.593425E-2	7.236921E-1	7.278047E-1	3.939297E-1	8.275750E-1	3.082168E0	-1.276974E1	1.313644E1
2.519183E0	7.314818E-1	-8.133974E-2	7.359904E-1	7.640671E-1	1.187475E-1	7.732396E-1	9.992783E-2	-1.709982E1	1.710012E1
2.535867E0	7.440663E-1	-8.197204E-2	7.485680E-1	7.258458E-1	-1.836378E-1	7.487155E-1	-7.256246E-1	-1.799836E1	1.801299E1
2.552550E0	7.557009E-1	-8.746712E-2	7.607459E-1	7.286476E-1	-4.795985E-1	8.723199E-1	-4.152532E0	-1.451440E1	1.509673E1
2.569233E0	7.683788E-1	-9.797464E-2	7.745999E-1	6.202443E-1	-6.825092E-1	9.222374E-1	-1.074351E1	-6.143394E0	1.237595E1
2.585917E0	7.763964E-1	-1.102402E-1	7.841838E-1	3.451452E-1	-6.853038E-1	7.673112E-1	-1.734309E1	2.443667E0	1.751440E1
2.602600E0	7.798952E-1	-1.208409E-1	7.892015E-1	4.618557E-2	-5.862178E-1	5.880344E-1	-1.675186E1	6.201243E0	1.786282E1
2.619283E0	7.779374E-1	-1.298003E-1	7.886918E-1	-2.257064E-1	-4.796569E-1	5.301076E-1	-1.101479E1	6.098165E0	1.259021E1
2.635967E0	7.723641E-1	-1.368455E-1	7.843934E-1	-3.295795E-1	-3.794928E-1	5.026305E-1	-1.517278E0	7.043603E0	7.205170E0
2.652650E0	7.669405E-1	-1.424627E-1	7.800598E-1	-2.677622E-1	-2.526150E-1	3.681181E-1	6.813262E0	8.399066E0	1.081503E1
2.669333E0	7.634298E-1	-1.452744E-1	7.771291E-1	-1.019944E-1	-9.223416E-2	1.375136E-1	7.016576E0	7.113897E0	9.991990E0
2.686017E0	7.635372E-1	-1.455403E-1	7.772844E-1	-8.689726E-3	-6.769317E-3	1.101522E-2	1.540432E0	3.332492E0	3.671299E0
2.702700E0	7.631398E-1	-1.455003E-1	7.768866E-1	-6.458558E-2	9.643611E-3	6.530158E-2	-7.557962E0	4.968407E-1	7.574275E0
2.719383E0	7.613822E-1	-1.452185E-1	7.751073E-1	-2.497333E-1	1.135994E-2	2.499915E-1	-1.168220E1	-3.859891E-3	1.168220E1
2.736067E0	7.548071E-1	-1.451212E-1	7.686312E-1	-4.778484E-1	6.765502E-3	4.778963E-1	-6.905266E0	1.648468E0	7.099306E0
2.752750E0	7.454380E-1	-1.449928E-1	7.594082E-1	-4.932046E-1	5.995655E-2	4.968355E-1	2.987956E0	3.928323E0	4.935544E0
2.769433E0	7.383505E-1	-1.431207E-1	7.520937E-1	-3.564244E-1	1.475835E-1	3.857709E-1	6.363921E0	5.475639E0	8.395363E0
2.786117E0	7.335453E-1	-1.400684E-1	7.467984E-1	-2.732027E-1	2.375085E-1	3.620083E-1	8.139170E0	6.221959E0	1.024494E1
2.802800E0	7.292346E-1	-1.351958E-1	7.416610E-1	-1.113855E-1	3.565152E-1	3.735101E-1	1.191758E1	3.679929E0	1.247280E1
2.819483E0	7.298288E-1	-1.281727E-1	7.409982E-1	1.482407E-1	3.771741E-1	4.052599E-1	1.298845E1	-2.148829E-1	1.299023E1
2.836167E0	7.341809E-1	-1.226108E-1	7.443487E-1	3.241365E-1	3.283440E-1	4.613830E-1	9.348054E0	2.109315E-1	9.350434E0
2.852850E0	7.406441E-1	-1.172169E-1	7.498623E-1	4.527993E-1	3.808148E-1	5.916478E-1	9.968937E0	2.898610E0	1.038179E1
